job_id,company,title,location,date_posted,applicants,seniority_level,employment_type,job_function,industries,company_website,workplace_type,description
4224728101,Paychex,Software Engineer II (eCommerce),"Cincinnati, OH",3 days ago,157 applicants,Not Applicable,Full-time,Engineering and Information Technology,Human Resources Services,,,"Develop, test, deploy, maintain and improve software to meet requirements
Design and develop test automation code
Complete well-defined, complex program changes
Perform basic analysis and design for clearly defined requirements
Contribute to estimates required for user stories based on business requirements, specifications and designs.
Comply with and contribute to SDLC standards and CD/CI procedures to ensure consistency
Monitor progress against task estimates to provide status
Provide technical support and troubleshooting for applications across environments
Maintain existing code base, monitoring for failures in non-prod environments
Support changes during quality assurance, user acceptance testing, and post implementation to ensure integrity of application
Required knowledge of Web Application Development and Oracle CX-Fusion
UX Design for web applications
Bachelor's Degree in Computer related discipline or equivalent work experience
1 year of experience in Related field and experience using one or more programming language(s).
1 year of experience in Oracle CX-Fusion OCC/CPQ/OIC/OSS
1 year of experience in JavaScript, React.js Redux/Redux Saga UX development frameworks
Java using SpringBoot development framework
GIT Flow or similar source control management
Build automation SDLC technology such as Jenkins, Docker, Kubernetes
Python using Robot Framework for building automation tests
Act with uncompromising integrity.
Provide outstanding service and build trusted relationships.
Drive innovation in our products and services and continually improve our processes.
Work in partnership and support each other.
Be personally accountable and deliver on commitments.
Treat each other with respect and dignity.
We value your well-being: We provide over 21 comprehensive rewards, including medical coverage, virtual wellness classes, tuition reimbursement, 401(k) + employer match, adoption assistance, financial assistance, and much more.
We value your time: From paid time off to company holidays, culture days, and comprehensive work-life balance programs, we will ensure you have the flexibility you need to be your best.
We value your development: Our award-winning training and development programs empower our employees with ongoing learning opportunities to give you the building blocks to grow your career.
We value your perspective: Our company culture reflects the diversity of our employees. We want you to be you and your voice to be heard.
We value our communities: We offer paid time off for volunteerism and promote many company-wide and local initiatives that benefit organizations you care about."
4195784463,Siemens Digital Industries Software,Software Engineer - Advanced (AI Full Stack Developer),"Milford, OH",2 weeks ago,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,Software Development,,,"Experience working with Azure and AWS AI services
Embedding APIs
Vector Search
Gen AI / Large Language Models (Multi-modal)
Experience with provisioning and deploying AI/ML models and services in Cloud
Multi-tenancy, API gateways
Scalability, high availability
Troubleshooting
Experience with AI stack development
Intuitive understanding of various AI/ML models and usage patterns
RAG stack development
Langchain/Lang Graph
Microservices
Authentication protocols
Service Oriented Architecture (SOA)
Prompt Engineering & Security
Programming Languages
C++, Java and Python
Desirable: Experience with Natural Language Processing/Search Engines"
4228440242,PatientPoint®,Data Quality Engineer,"Cincinnati, OH",19 hours ago,136 applicants,Entry level,Full-time,Quality Assurance,Software Development,,,"Join PatientPoint to be part of a dynamic team committed toempower better health. As a leading digital health company, weinnovateto positivelyimpactpatient behaviors. Our purpose-driven approach offersan inspirational careeropportunity where you can contribute to improving health outcomes for millions of patients nationwide.
Data Quality Engineer
It is an exciting time to be part of the PatientPoint team! As the clear leader in the point-of-care industry, we offer an ideal, people-focused place toinnovate, positivelyimpactpatient education and doctor-patient connections, andbe inspiredto build a great career.Location:Cincinnati/Hybrid
Hybrid Schedule:3 days in office / 2 days at home weekly
Job SummaryThe Data Quality Engineer (QA) role will play a critical role in ensuring the accuracy, consistency, and reliability of data and analytics outputs within the organization. This role is responsible for developing and executing test strategies/plans, identifying data inconsistencies, and ensuring that analytics processes adhere to established quality standards. The ideal candidate has a strong background in data analysis, quality assurance methodologies, and experience with various data management and analytics tools.
What You’ll Do
Collaborate with Product Owners/BA’s/Architects/QA lead in refinement and defining story acceptance criteria for controls-based software utilized in automated systems for material movement.
Analyze system requirements and review technical specifications to assess, evaluate, and create testing requirements for all Data components for functional and end-to-end scenarios.
Perform data validation, data integrity checks, and regression testing to ensure the accuracy of data and analytics outputs.
Collaborate and contribute to automation test system architecture, methodologies, and processes using industry best practices and innovation of testing framework.
Design, construct and maintain automated test reporting infrastructure for providing technical, project, and business visibility to software quality.
Work with data engineers/data scientists/analysts to understand data flows and models
Ensure data governance policies and standards are followed and suggest improvements.
Taking part in continuous improvement through sharing knowledge and coaching within the team.
Document QA processes, procedures, and outcomes to ensure transparency and knowledge sharing across the team.
Prepare and communicate QA reports, including findings, risks, and recommendations.
Maintain and update QA documentation with changes in data and analytics processes.
What We Need
4+ years of total professional experience
3+ years of experience in Data Analytics, testing and test automation of Data Warehouse Quality rules.
Proven experience with SQL, data querying, and data analysis.
Strong communication skills, both written and verbal, with the ability to explain technical concepts to non-technical stakeholders.
Strong understanding of data structures, databases, and data governance principles.
Experience with Atlassian tools (JIRA, Confluence, etc.)
Experience with SQL language in one or more database platforms (MySQL, PostgreSQL, Oracle, or MS SQL)
Hands-on experience with Snowflake
Desired Qualifications
Bachelor’s Degree
Experience with Python programming language.
Experience with dbt
Bachelor's degree in a relevant field such as Data Management, Information Systems, Business Analytics, or relevant experience
Familiarity with data visualization tools (e.g., Tableau, Looker)
What You'll Need to Succeed
Self-motivation, strong ambition, and interest in directly impacting business results.
Critical thinking with the ability to identify and solve problems in a fast-paced environment.
The ability to empower others through data storytelling - translating complex data findings into compelling narratives. Comfortable not only presenting the data but also explaining the insights in a context that resonates with the audience.
Strong interpersonal, communication and consulting skills. Ability to establish and maintain successful cross functional relationships and collaborate closely with multiple teams.
Collaboration experience with developers, program managers, and product managers in an open, creative environment.
Comfort in a dynamic, agile work environment, with proficiency in using JIRA for project management and workflow tracking; consistent ability to deliver and by deadline.
Enthusiasm for responding to a dynamic range of questions and analytical challenges.
About PatientPoint:PatientPoint is a leading digital health company that connects patients, healthcare providers and life sciences companies with the right information in the moments care decisions are made. Our solutions are proven to influence patient behavior and improve health outcomes, driving value for all stakeholders. Across the nation’s largest network of connected digital devices in 35,000 physician offices, PatientPoint solutions empower better health for more than 750 million patient visits each year.
Latest News & Innovations:
Named A Best Place to Work Across Multiple Prestigious Platforms! Read More
Featured on Built In's article ""Companies That Pay Well"". Read More
Now Culture Content Certified by VentureFizz. Read More
What We Offer:We know you bring your whole self to work every day, and we are committed to supporting our full-time teammates with a comprehensive range of modernized benefits and cultural perks. We offer competitive compensation, flexible time off to recharge, hybrid work options, mental and emotional wellness resources, a 401K plan, and more. While these benefits are available to full-time team members, we strive to create a positive and supportive environment for all teammates.
PatientPoint recognizes that privacy is important to you. Please read the PatientPoint privacy policy, we want you to be familiar with how we may collect, use, and disclose your information. Employer is EOE/M/F/D/V"
4218349443,Western & Southern Financial Group,Automation Engineer,"Cincinnati, OH",1 week ago,Be among the first 25 applicants,Associate,Full-time,Information Technology and Quality Assurance,Financial Services and Insurance,,,"THIS IS AN ON-SITE POSITION*
The Automation Engineer will work closely with the program testing manager to define functional test automation strategy and processes. Responsible for creating, executing and maintaining a program level automation testing strategy and automation test framework for a given set of automation tools; creating custom controls; mentoring the test automation developers; and demonstrating innovations to increase testing efficiency and maximize the testing investments returns.
Implements and develops the test automation framework for UI and middleware for given sets of system components – web, mainframe, web services, database, documents, xml.
Ensures optimum use of the existing test automation tool set in conjunction with use of open source tools with the objective of providing faster, better and cost-effective solutions to the testing teams.
Reviews the regression scenarios selected for automation, assesses automation feasibility and provides recommendations on maximizing automation of regression suite supported by the technical inputs.
Creates and publishes program level test automation dashboard on a weekly basis; works with points of contact across different programs, projects and work streams to collate data to generate automation metrics.
Reviews project test strategies and test plans to make recommendations on automating functional testing of new requirements and influencing the testing approach for better ROI.
Writes custom code in required programming language to achieve desired integration across different test harness tools, enabling data flow and custom reporting.
Writes custom controls in required programming language to integrate with deployment tools, test environments, and application components, such as firewalls, ACF2, web services, UI, databases, and xml.
Demonstrates expertise in SQL and joins queries to generate complex reports.
Demonstrates expertise in API and web services to be able to consume testing tools APIs exposed by the applications.
Reviews and accepts test scripts created or modified by the team for compliance with coding standards and sanctity of the centralized reusable test script library.
Provides continuous integration (CI) development support to the build master and implements/improves build test processes, environments, and scripts to ensure that the code drops to quality assurance are of the highest quality.
Mentors the automation developers and the program’s functional testing teams to build expertise around the automation tool, framework and through leadership."
4198382921,"V-Soft Consulting Group, Inc.",Data Engineer,"Cincinnati, OH",2 weeks ago,30 applicants,Entry level,Contract,Information Technology,IT Services and IT Consulting,,,"4 - 5 Years
Bachelor’s degree in computer science/information systems or equivalent combination of education and experience.
DBT/Snowflake 4-5 years
Strong Communications Skills
Able to run meetings
Problem Solving and Critical Thinking
Onsite in Cincinnati
Analytical
DataStage
Dataiku
AFS system application (AFS Level III or Vision)
Must be able to communicate ideas both verbally and in writing to management, business and IT sponsors, and technical resources in language that is appropriate for each group.-
Fundamental understanding of distributed computing principles- Knowledge of application and data security concepts, best practices, and common vulnerabilities.-
Conceptual understanding of one or more of the following disciplines preferred big data technologies and distributions, metadata management products, commercial ETL tools, Bi and reporting tools, messaging systems, data warehousing, Java (language and run time environment), major version control systems, continuous integration/delivery tools, infrastructure automation and virtualization tools, major cloud, or rest API design and development.
DBT/Snowflake 4-5 years
Strong Communications Skills
Able to run meetings
Problem Solving and Critical Thinking
Onsite in Cincinnati.
Analytical
DataStage
Dataiku
AFS system application (AFS Level III or Vision)
Responsible for design, Development, and Support of data solutions, APIs, tools, and processes to enable rapid delivery of business capabilities
Work closely with IT application teams, Enterprise architecture, infrastructure, information security, and LOB stakeholders to translate business and technical strategies into data-driven solutions for the Bank.
Act as a technical Expert addressing problems related to system and application design, performance, integration, security, etc.
Conduct research and Development based on current trends and technologies related to the banking industry, data engineering and architecture, data security, and related topics.
Work with developers to Build CI/CD pipelines, Self-service Build tools, and automated deployment processes.
Evaluate software products and Provide documented recommendations as needed."
4208962417,Synchrony,"Senior Analyst, Model Development","Cincinnati, OH",1 month ago,Be among the first 25 applicants,Not Applicable,Full-time,Finance,Financial Services,,,"Serve as a key contributor and lead analyst supporting model development for various models (ALLL, Loss Forecasting, Stress Testing, Capital Planning and CECL)
Perform in depth analysis on large data sets, and prepare analysis and reports to support discussions on key analytics and model risks
Support development, documentation, implementation and monitoring of ALLL and capital stress testing models using SAS/Python or R
Work closely within the credit organization to validate accuracy and performance of statistical models and to identify issues requiring further investigation
Assist in development/understanding of vendor models to ensure accuracy and relevancy
Provide independent research and analysis to support conceptual soundness of key models
Liaise with the Synchrony Financial business teams to uncover and highlight model risk associated with models
Keep pace with the latest developments in academia, regulatory environment, risk technology (vendor and in-house) and financial services industries to embrace change and drive improvements cross-functionally.
Perform other duties and/or special projects as assigned
Masters or Ph.D. in Mathematics/Statistics, Operations Research, Economics, Finance or other quantitative discipline
5+ years of experience in Consumer Lending statistical modeling/risk analytics, preferably related to credit cards
3+ years in coding with SAS, Python, R or other equivalent tool within the recent 5 years
Strong written/oral communication skills
Utilizing modeling techniques supporting one (or more) of the following: ALLL, Loss Forecasting Capital Planning, Stress Testing (DFAST,CCAR)
Working knowledge in big data tools such as Hadoop HIVE, PIG or Apache Spark as plus
The application of regulatory requirements for Model Development (e.g. SR 11-7/OCC 2011-12)
Ability to work in a matrix organization
Understanding of macro-economic conditions & competitor’s trends
Exposure to R, Python & Tableau
You must be 18 years or older
You must have a high school diploma or equivalent
You must be willing to take a drug test, submit to a background investigation and submit fingerprints as part of the onboarding process
You must be able to satisfy the requirements of Section 19 of the Federal Deposit Insurance Act.
New hires (Level 4-7) must have 9 months of continuous service with the company before they are eligible to post on other roles. Once this new hire time in position requirement is met, the associate will have a minimum 6 months’ time in position before they can post for future non-exempt roles. Employees, level 8 or greater, must have at least 18 months’ time in position before they can post. All internal employees must consistently meet performance expectations and have approval from your manager to post (or the approval of your manager and HR if you don’t meet the time in position or performance expectations).
Federal law requires employers to provide reasonable accommodation to qualified individuals with disabilities. Please tell us if you require a reasonable accommodation to apply for a job or to perform your job. Examples of reasonable accommodation include making a change to the application process or work procedures, providing documents in an alternate format, using a sign language interpreter, or using specialized equipment.
If you need special accommodations, please call our Career Support Line so that we can discuss your specific situation. We can be reached at 1-866-301-5627. Representatives are available from 8am – 5pm Monday to Friday, Central Standard Time"
4208959486,Synchrony,"Senior Analyst, Model Development","Cincinnati, OH",1 month ago,Be among the first 25 applicants,Not Applicable,Full-time,Finance,Financial Services,,,"Serve as a key contributor and lead analyst supporting model development for various models (ALLL, Loss Forecasting, Stress Testing, Capital Planning and CECL)
Perform in depth analysis on large data sets, and prepare analysis and reports to support discussions on key analytics and model risks
Support development, documentation, implementation and monitoring of ALLL and capital stress testing models using SAS/Python or R
Work closely within the credit organization to validate accuracy and performance of statistical models and to identify issues requiring further investigation
Assist in development/understanding of vendor models to ensure accuracy and relevancy
Provide independent research and analysis to support conceptual soundness of key models
Liaise with the Synchrony Financial business teams to uncover and highlight model risk associated with models
Keep pace with the latest developments in academia, regulatory environment, risk technology (vendor and in-house) and financial services industries to embrace change and drive improvements cross-functionally.
Perform other duties and/or special projects as assigned
Masters or Ph.D. in Mathematics/Statistics, Operations Research, Economics, Finance or other quantitative discipline
5+ years of experience in Consumer Lending statistical modeling/risk analytics, preferably related to credit cards
3+ years in coding with SAS, Python, R or other equivalent tool within the recent 5 years
Strong written/oral communication skills
Utilizing modeling techniques supporting one (or more) of the following: ALLL, Loss Forecasting Capital Planning, Stress Testing (DFAST,CCAR)
Working knowledge in big data tools such as Hadoop HIVE, PIG or Apache Spark as plus
The application of regulatory requirements for Model Development (e.g. SR 11-7/OCC 2011-12)
Ability to work in a matrix organization
Understanding of macro-economic conditions & competitor’s trends
Exposure to R, Python & Tableau
You must be 18 years or older
You must have a high school diploma or equivalent
You must be willing to take a drug test, submit to a background investigation and submit fingerprints as part of the onboarding process
You must be able to satisfy the requirements of Section 19 of the Federal Deposit Insurance Act.
New hires (Level 4-7) must have 9 months of continuous service with the company before they are eligible to post on other roles. Once this new hire time in position requirement is met, the associate will have a minimum 6 months’ time in position before they can post for future non-exempt roles. Employees, level 8 or greater, must have at least 18 months’ time in position before they can post. All internal employees must consistently meet performance expectations and have approval from your manager to post (or the approval of your manager and HR if you don’t meet the time in position or performance expectations).
Federal law requires employers to provide reasonable accommodation to qualified individuals with disabilities. Please tell us if you require a reasonable accommodation to apply for a job or to perform your job. Examples of reasonable accommodation include making a change to the application process or work procedures, providing documents in an alternate format, using a sign language interpreter, or using specialized equipment.
If you need special accommodations, please call our Career Support Line so that we can discuss your specific situation. We can be reached at 1-866-301-5627. Representatives are available from 8am – 5pm Monday to Friday, Central Standard Time"
4215259920,Siemens Digital Industries Software,Senior AI Developer - US,"Cincinnati, OH",2 weeks ago,Be among the first 25 applicants,Mid-Senior level,Full-time,Other,Software Development,,,"Bachelor's or master’s degree in computer science, Data Science, Artificial Intelligence, or a related field
5-8+ years of professional experience in software development including SDLC
3+ years of experience developing AI applications with large language models (e.g., GPT-4, LLaMA, Anthropic Claude)
Experience with retrieval-augmented generation (RAG) frameworks and applications
Proficient in Python programming with extensive experience building and maintaining production-ready APIs ( FastAPI, Django , Flusk etc.)
Hands-on experience with Vector Database (e.g. Chroma, Azure AI search) NoSQL Databases (e.g. MongoDB, Cosmos DB) including data modeling, query optimization, and application integration
Familiarity with machine learning frameworks (TensorFlow, PyTorch) and MLOps practices
Knowledge of cloud platforms (AWS, Azure, GCP) and deployment of AI models in production
Excellent analytical and problem-solving skills, with keen attention to detail
Strong communication skills and ability to work collaboratively in cross-functional teams
Understanding of DISW EDA portfolio
Understanding of knowledge graphs and Graph Databases(e.g. Neo4j), and ontologies to structure and semantically integrate domain-specific knowledge, enhancing data interoperability.
Knowledge of data governance, privacy, and security practices in AI applications
Knowledge of MLOps practices, cloud platforms (AWS, Azure, GCP), and deployment of AI models in production.
Familiarity with agile development methodologies"
3910364511,Nucor Corporation,D365 Developer,"Cincinnati, OH",2 weeks ago,163 applicants,Entry level,Full-time,Engineering and Information Technology,Manufacturing,,,"Bonus program
Profit sharing
Stock Plan
Retirement savings
Free financial planning
Vacation and holiday pay
Scholarship and tuition reimbursement
Unlimited growth potential
Hybrid work schedule
Free teammate parking (Cincinnati office)
On-site cafeteria (Cincinnati office)
On-site gym (Cincinnati office)
Responsible for designing, developing, and maintaining customizations, configurations, and solutions within the Dynamics 365 Finance and Operations platform
Works closely with stakeholders to gather requirements, analyze business processes, and implement solutions that meet the organization's needs
Collaborates with Product Owners and end-users to define and document requirements using Agile methodology
Designs and develops new functionality and custom models that are stable, reusable, scalable and simple within Dynamics 365 Finance and Operations using X++ programming language
Implements Azure-based solutions to supplement D365
Performs data migrations, integrations, and system upgrades in line with Microsoft best practices
Provides support and troubleshooting for system issues, identifying root causes, and implements solutions
Conducts unit testing and system integration testing to ensure quality and accuracy of deliverables
Documents technical specifications and system designs
Stays up to date with latest technologies, tools, and industry trends to continuously improve system capabilities and efficiencies
Solves routine to moderately complex business needs with initiative, sound judgment, strong technical skill, attention to detail, and exceptional customer service
Coach junior teammates on best practices and coding principles
Some travel required
Performs other duties as assigned
Bachelor’s degree in Information Technology, Computer Science, Software Engineering, Business or related discipline. Equivalent combination of experience and education will also be considered
Minimum 2 – 5 years experience designing, coding, testing, debugging, documenting, maintaining Microsoft Dynamics 365 for Finance and Operations
Experience in the following technologies: C#, MS SQL, and Azure platform
Relevant certifications in Dynamics 365 or related technologies are preferred
Ability to perform moderately complex requirements development, coverage analysis, impact analysis and modification
Ability to lead requirements effort on routine to moderately complex projects"
4206509647,Canonical,Junior Cloud Field Engineer,"Cincinnati, OH",1 month ago,Be among the first 25 applicants,Entry level,Full-time,Engineering and Information Technology,Software Development,,,"Work across the entire Linux stack, from kernel, networking, storage, to applications
Work in Python to design and deliver open source code
Architect cloud infrastructure solutions like OpenStack, Kubernetes, Ceph, Hadoop and Spark either On-Premises or in Public Cloud (AWS, Azure, Google Cloud)
Coach and develop your colleagues where you have insights
Grow a healthy, collaborative engineering culture in line with the company values
Work from the comfort of your home
Global travel up to 25% of time for internal and external events
University degree in Computer Science or related software engineering expertise
You have sound knowledge of cloud computing concepts & technologies, such as Kubernetes, OpenStack, AWS, GCP, Azure, Ceph, etc.
You have practical knowledge of Linux and networking
You have Intermediate to Advanced level of Python programming skills
You are a dynamic person who loves to jump in new projects and interact with people
You have a demonstrated drive for continual learning
Excellent communication and presentation skills (English)
You have great organisational skills and follow-up reliably on commitments
(Optional) You speak a second language
OpenStack and Kubernetes infrastructure
Linux Ubuntu and networking knowledge
Wide range of open source applications and skills
Work directly with customers in a range of different businesses
Real-life and hands-on exposure to a wide range of emerging technologies and tools
Distributed work environment with twice-yearly team sprints in person
Personal learning and development budget of USD 2,000 per year
Annual compensation review
Recognition rewards
Annual holiday leave
Maternity and paternity leave
Team Member Assistance Program & Wellness Platform
Opportunity to travel to new locations to meet colleagues
Priority Pass and travel upgrades for long-haul company events"
4204050129,Procter & Gamble,IT Software Engineer - SAP Production Planning,"Cincinnati, OH",1 week ago,Be among the first 25 applicants,Not Applicable,Full-time,"Project Management, Design, and Information Technology",Manufacturing,,,"Provide planning IT guidance and support to the delivery of the prioritized projects (e.g. upgrade to SAP S4 HANA, SAP migration to Cloud Services, Distribution Planning Platform transformation, new planning architecture) participating to gaps analysis, solution design, configuration mapping, integration setup and testing so to achieve solution readiness considering all different aspects: functionality, supportability, info-security, performance/scalability, ongoing cost.
Build technical skills and business process expertise on the supply flow planning work processes and on the P&G's highly customized solutions that support them.
Identify and demonstrate improvement opportunities; deliver via proof-of-concepts and pilots to prove viability and business value.
Provide consultancy, technical impact assessments and effort/cost estimates for new projects and change requests. Obtain consensus on the recommended changes. Transform ideas into actionable delivery work.
Ensure compliance to the P&G standards, such as Info Security, documentation quality, controls audits and business continuity requirements.
Lead the change management process for technical upgrades, functional releases as well as changes within the application/project.
Ensure that the coding and customizing is done according to P&G's technical standards.
Engage and collaborate with the global and regional business partners, project managers and Service Operations Teams.
Ensure upward compatibility of developed changes with future SAP software releases and integration standards.
A dynamic environment with continuous flow of new demands with opportunity for professional growth and increased accountability and visibility.
Fast integration in the very collaborative global platform team
Technical trainings and ongoing coaching
Accountability and visibility as of day 1, due to the many opportunities to work in important projects having multiple touchpoints (with different technologies, domains, regions, OUs)
2+ years of experience within SAP technologies
Knowledge of the Supply Chain processes, with special focus on the Planning & Manufacturing processes
Knowledgeable of IT security risks and general InfoSec requirements.
Ability to manage the technical delivery work in complex, multi-stakeholder projects, through milestones tracking and clear communication of status updates / risks.
Takes personal responsibility for success of the delivery within the aligned scope.
Able to operate in a diverse and inclusive working environment, collaborating effectively within and across geographic and organizational boundaries.
Develop a collaborative and healthy relationship with P&G's external suppliers of technology and services to create maximum benefits on both sides of the partnership.
Able to work hybrid work schedule in Cincinnati, OH based office.
SAP ERP (ECC and S/4) Production Planning, integration with upstream/downstream applications such as Global Master data, Demand Planning, and other supply planning applications (SAP and non-SAP). Deep, foundational knowledge and experience as manager of complex solutions:
Core technology skill: SAP logistics execution with special focus on PP / MRP configuration
Application design on SAP technologies
Proficient in ABAP Programming Language
Proficient in Databases (Oracle, HANA DB)
Proficient in Integration technologies, with focus on modern API-based integrations.
Experience in Test Management and Test Automation Tools
Familiarity with SAP Online Support System (engaging Software Vendor in the support)
Technical Solution Documentation in SAP Solution Manager"
4206509774,Canonical,Cloud Field Engineer,"Cincinnati, OH",1 month ago,Be among the first 25 applicants,Entry level,Full-time,Engineering and Information Technology,Software Development,,,"Work across the entire Linux stack, from kernel, networking, storage, to applications
Work in Python to design and deliver open source code
Architect cloud infrastructure solutions like OpenStack, Kubernetes, Ceph, Hadoop and Spark either On-Premises or in Public Cloud (AWS, Azure, Google Cloud)
Coach and develop your colleagues where you have insights
Grow a healthy, collaborative engineering culture in line with the company values
Work from the comfort of your home
Global travel up to 25% of time for internal and external events
University degree in Computer Science or related software engineering expertise
You have sound knowledge of cloud computing concepts & technologies, such as Kubernetes, OpenStack, AWS, GCP, Azure, Ceph, etc.
You have practical knowledge of Linux and networking
You have Intermediate to Advanced level of Python programming skills
You are a dynamic person who loves to jump in new projects and interact with people
You have a demonstrated drive for continual learning
Excellent communication and presentation skills (English)
You have great organisational skills and follow-up reliably on commitments
(Optional) You speak a second language
OpenStack and Kubernetes infrastructure
Linux Ubuntu and networking knowledge
Wide range of open source applications and skills
Work directly with customers in a range of different businesses
Real-life and hands-on exposure to a wide range of emerging technologies and tools
Distributed work environment with twice-yearly team sprints in person - we've been working remotely since 2004!
Personal learning and development budget of USD 2,000 per year
Annual compensation review
Recognition rewards
Annual holiday leave
Maternity and paternity leave
Employee Assistance Programme
Opportunity to travel to new locations to meet colleagues from your team and others
Priority Pass for travel and travel upgrades for long haul company events"
4215964287,Canonical,Security Software Engineer,"Cincinnati, OH",2 weeks ago,Be among the first 25 applicants,Entry level,Full-time,Engineering and Information Technology,Software Development,,,"Define, implement and document new security features
Lead security-oriented thinking in a product engineering team
Analyze, fix, and test vulnerabilities in Canonical and open source Software
Contribute to Ubuntu and upstream projects to benefit the community
Audit and analyze source code for vulnerabilities
Integrate new tools in our security infrastructure, pipelines and processes
Achieve and retain various security certifications
Extend and enhance Linux cryptographic components - specifically with modules such as OpenSSL/Libgcrypt - with the features and functionality required for country-specific compliance such as FIPS and CC certification
Work with external partners to develop CIS benchmarks
Design and develop hardening automation for Ubuntu
Monitor the security industry for new developments
Develop, test and maintain new software capabilities
Provide guidance and support to other engineering teams
An exceptional academic track record from both high school and university
Undergraduate degree in Computer Science or STEM, or a compelling narrative about your alternative path
Drive and a track record of going above-and-beyond expectations
A thorough understanding of the common categories of security vulnerabilities
Modern engineering techniques to find and fix them
Familiarity with open source development tools and methodologies
Skill in one or more of C, Python, Go, Rust, Java, Ruby or PHP
Experience as a security champion
Experience driving security within a wider SDLC process
Professional written and spoken English
Experience with Linux (Debian or Ubuntu preferred)
Excellent interpersonal skills, curiosity, flexibility, and accountability
Passion, thoughtfulness, and self-motivation
Excellent communication and presentation skills
Result-oriented, with a personal drive to meet commitments
Ability to travel twice a year, for company events up to two weeks each
Clear and effective communication with the team and Ubuntu community members
Experience working with Linux Kernel
Security Certification experience and knowledge in FIPS and/or CC
Experience with OVAL (Open Vulnerability Assessment Language)
Knowledge of and familiarity with low-level Linux cryptography APIs
Demonstrated high learning ability
Performance engineering experience
Distributed work environment with twice-yearly team sprints in person
Personal learning and development budget of USD 2,000 per year
Annual compensation review
Recognition rewards
Annual holiday leave
Maternity and paternity leave
Employee Assistance Programme
Opportunity to travel to new locations to meet colleagues
Priority Pass, and travel upgrades for long haul company events"
